Order_ID,Order_Date,Month,Customer_ID,Customer_Name,Brand,Product_Name,City,State,Region,Channel,Gender,Age_Group,Payment_Method,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Profit
MS202429073,2024-01-02,2024-01,CUST01632,Customer_24138,Vivo,Y200,Bhopal,Madhya Pradesh,West,Retail Store,Female,56+,Credit Card,1,20700.0,2,414.0,20286.0,2513.5
MS202441924,2024-01-02,2024-01,CUST02238,Customer_06513,Realme,Narzo 70,Ahmedabad,Gujarat,West,Online,Male,26-35,Cash,5,15500.0,8,6200.0,71300.0,8939.82
MS202402327,2024-01-02,2024-01,CUST13201,Customer_04260,Xiaomi,Redmi 13C,Gurugram,Haryana,North,Retail Store,Male,36-45,UPI,1,8700.0,5,435.0,8265.0,1183.93
MS202442152,2024-01-02,2024-01,CUST08098,Customer_00486,Apple,iPhone 15,Pune,Maharashtra,West,Online,Male,36-45,Debit Card,1,65100.0,0,0.0,65100.0,14338.16
MS202414228,2024-01-02,2024-01,CUST15657,Customer_14042,Vivo,V30,Jaipur,Rajasthan,North,Online,Male,26-35,UPI,1,34300.0,2,686.0,33614.0,5537.75
MS202435619,2024-01-02,2024-01,CUST01696,Customer_10012,Samsung,Galaxy A15,Pune,Maharashtra,West,Online,Male,36-45,Credit Card,4,19000.0,10,7600.0,68400.0,8989.35
MS202425479,2024-01-02,2024-01,CUST11282,Customer_02008,Xiaomi,Redmi Note 13,Chennai,Tamil Nadu,South,Online,Male,46-55,EMI,1,15600.0,5,780.0,14820.0,2310.25
MS202423530,2024-01-02,2024-01,CUST22809,Customer_00978,Xiaomi,Redmi Note 13,Surat,Gujarat,West,Online,Male,56+,EMI,1,14800.0,15,2220.0,12580.0,1106.04
MS202438823,2024-01-02,2024-01,CUST19307,Customer_11496,Apple,iPhone 14,Guwahati,Assam,East,Retail Store,Female,18-25,Cash,2,56300.0,8,9008.0,103592.0,15393.25
MS202424844,2024-01-02,2024-01,CUST22569,Customer_06165,Apple,iPhone 15 Pro,Bhubaneswar,Odisha,East,Retail Store,Male,36-45,UPI,1,135100.0,5,6755.0,128345.0,21983.83
MS202443833,2024-01-02,2024-01,CUST05309,Customer_09972,OnePlus,OnePlus 13R,Coimbatore,Tamil Nadu,South,Online,Female,26-35,Credit Card,2,44800.0,2,1792.0,87808.0,10888.64
MS202446084,2024-01-02,2024-01,CUST09773,Customer_02394,Xiaomi,Redmi Note 13,Kochi,Kerala,South,Distributor,Female,36-45,Debit Card,1,15100.0,8,1208.0,13892.0,1852.09
MS202409706,2024-01-02,2024-01,CUST22682,Customer_15478,Apple,iPhone 15,Hyderabad,Telangana,South,Online,Male,46-55,UPI,2,71200.0,12,17088.0,125312.0,20493.62
MS202429472,2024-01-02,2024-01,CUST23942,Customer_06048,Motorola,Edge 40 Neo,Bhopal,Madhya Pradesh,West,Retail Store,Female,46-55,UPI,1,23000.0,5,1150.0,21850.0,3357.96
MS202446629,2024-01-02,2024-01,CUST12999,Customer_06811,Samsung,Galaxy M15,Kolkata,West Bengal,East,Online,Female,36-45,Credit Card,1,15800.0,10,1580.0,14220.0,1268.01
MS202420368,2024-01-02,2024-01,CUST13504,Customer_24158,Vivo,V40,Bhubaneswar,Odisha,East,Online,Female,36-45,Cash,1,34100.0,8,2728.0,31372.0,3495.83
MS202443514,2024-01-02,2024-01,CUST15140,Customer_07543,OnePlus,Nord 4,Bengaluru,Karnataka,South,Online,Male,18-25,Cash,2,28900.0,5,2890.0,54910.0,8088.74
MS202437365,2024-01-02,2024-01,CUST03392,Customer_04289,Vivo,V30,Ahmedabad,Gujarat,West,Retail Store,Female,36-45,UPI,2,32200.0,5,3220.0,61180.0,7922.82
MS202413152,2024-01-02,2024-01,CUST16821,Customer_12846,Realme,GT 6,Patna,Bihar,East,Retail Store,Female,18-25,UPI,4,34000.0,5,6800.0,129200.0,15981.81
MS202444185,2024-01-02,2024-01,CUST19609,Customer_14411,Samsung,Galaxy M15,Chandigarh,Chandigarh,North,Retail Store,Female,18-25,Debit Card,1,15700.0,8,1256.0,14444.0,1639.41
MS202437340,2024-01-02,2024-01,CUST00464,Customer_08900,Samsung,Galaxy A15,Bhubaneswar,Odisha,East,Online,Male,36-45,Credit Card,1,18200.0,12,2184.0,16016.0,2264.79
MS202413652,2024-01-02,2024-01,CUST16777,Customer_17796,Xiaomi,Redmi Note 13,Surat,Gujarat,West,Retail Store,Male,18-25,EMI,1,15400.0,12,1848.0,13552.0,1429.76
MS202402714,2024-01-02,2024-01,CUST01045,Customer_07270,OnePlus,OnePlus 13R,Kochi,Kerala,South,Retail Store,Female,26-35,UPI,2,41900.0,10,8380.0,75420.0,12679.09
MS202411031,2024-01-02,2024-01,CUST15323,Customer_24830,Apple,iPhone 15,Bengaluru,Karnataka,South,Online,Male,36-45,Credit Card,1,71500.0,0,0.0,71500.0,12675.9
MS202442497,2024-01-02,2024-01,CUST11436,Customer_07703,Apple,iPhone 16,Mysuru,Karnataka,South,Online,Male,26-35,UPI,1,76100.0,15,11415.0,64685.0,11756.93
MS202433197,2024-01-02,2024-01,CUST20161,Customer_16409,OnePlus,Nord CE 3,Patna,Bihar,East,Online,Female,26-35,Credit Card,1,21600.0,5,1080.0,20520.0,2541.13
MS202440904,2024-01-02,2024-01,CUST18484,Customer_11466,Xiaomi,Poco X6,Gurugram,Haryana,North,Online,Female,18-25,Debit Card,1,21900.0,8,1752.0,20148.0,2158.27
MS202434353,2024-01-02,2024-01,CUST04815,Customer_22936,Realme,Narzo 70,Bhopal,Madhya Pradesh,West,Online,Female,36-45,UPI,1,15700.0,8,1256.0,14444.0,1807.1
MS202419029,2024-01-02,2024-01,CUST00620,Customer_01697,OnePlus,OnePlus 12R,Mysuru,Karnataka,South,Online,Male,26-35,UPI,1,38600.0,0,0.0,38600.0,6719.07
MS202440820,2024-01-02,2024-01,CUST06724,Customer_12615,Samsung,Galaxy A15,Delhi,Delhi,North,Online,Male,18-25,UPI,1,17000.0,8,1360.0,15640.0,2139.19
MS202430519,2024-01-02,2024-01,CUST05962,Customer_11799,Realme,GT 6,Delhi,Delhi,North,Retail Store,Male,18-25,Credit Card,1,36100.0,8,2888.0,33212.0,3908.11
MS202410364,2024-01-02,2024-01,CUST06411,Customer_10830,Vivo,V30,Guwahati,Assam,East,Retail Store,Female,18-25,UPI,1,34000.0,5,1700.0,32300.0,5180.3
MS202403217,2024-01-02,2024-01,CUST21071,Customer_19309,Samsung,Galaxy S24,Mumbai,Maharashtra,West,Distributor,Male,46-55,Debit Card,5,78000.0,5,19500.0,370500.0,35885.0
MS202434340,2024-01-02,2024-01,CUST17680,Customer_23913,Realme,GT 6,Ranchi,Jharkhand,East,Retail Store,Male,18-25,UPI,2,34400.0,0,0.0,68800.0,8925.9
MS202430936,2024-01-02,2024-01,CUST06163,Customer_19164,OnePlus,Nord CE 3,Noida,Uttar Pradesh,North,Online,Male,36-45,UPI,1,21700.0,10,2170.0,19530.0,2434.03
MS202447231,2024-01-02,2024-01,CUST07856,Customer_24462,Xiaomi,Redmi Note 13,Pune,Maharashtra,West,Distributor,Male,26-35,Cash,1,14700.0,10,1470.0,13230.0,1227.5
MS202412814,2024-01-02,2024-01,CUST07593,Customer_13452,Realme,Realme 12,Guwahati,Assam,East,Retail Store,Male,18-25,Credit Card,3,18300.0,5,2745.0,52155.0,4883.11
MS202441216,2024-01-02,2024-01,CUST00628,Customer_21389,Oppo,Reno 11,Hyderabad,Telangana,South,Retail Store,Male,26-35,Cash,1,28500.0,0,0.0,28500.0,5294.96
MS202447968,2024-01-02,2024-01,CUST09393,Customer_15661,Xiaomi,Redmi Note 13 Pro,Noida,Uttar Pradesh,North,Retail Store,Male,18-25,Credit Card,1,26300.0,5,1315.0,24985.0,2677.27
MS202407914,2024-01-02,2024-01,CUST08516,Customer_10248,Apple,iPhone 15,Chennai,Tamil Nadu,South,Distributor,Female,18-25,EMI,1,66400.0,8,5312.0,61088.0,16224.71
MS202433630,2024-01-02,2024-01,CUST22403,Customer_15260,Vivo,V40,Gurugram,Haryana,North,Retail Store,Male,36-45,Cash,1,36300.0,10,3630.0,32670.0,3855.56
MS202444955,2024-01-02,2024-01,CUST01210,Customer_03903,Vivo,Y18,Kochi,Kerala,South,Online,Female,36-45,Credit Card,2,10600.0,12,2544.0,18656.0,1708.2
MS202435386,2024-01-02,2024-01,CUST08069,Customer_24289,Samsung,Galaxy A25,Ahmedabad,Gujarat,West,Online,Male,56+,Credit Card,2,23000.0,5,2300.0,43700.0,5046.23
MS202421820,2024-01-02,2024-01,CUST08353,Customer_19914,Apple,iPhone 13,Hyderabad,Telangana,South,Online,Male,46-55,UPI,1,53900.0,15,8085.0,45815.0,6908.51
MS202445736,2024-01-02,2024-01,CUST01925,Customer_23380,iQOO,13,Indore,Madhya Pradesh,West,Online,Male,46-55,Credit Card,1,61900.0,12,7428.0,54472.0,7649.83
MS202443587,2024-01-02,2024-01,CUST23793,Customer_03725,Oppo,Reno 12,Lucknow,Uttar Pradesh,North,Online,Female,36-45,UPI,1,35500.0,12,4260.0,31240.0,3512.13
MS202449735,2024-01-02,2024-01,CUST02640,Customer_04022,Xiaomi,Redmi Note 13 Pro,Bhubaneswar,Odisha,East,Retail Store,Female,56+,UPI,1,24400.0,8,1952.0,22448.0,2180.52
MS202437940,2024-01-02,2024-01,CUST14745,Customer_09454,Realme,Narzo 70,Surat,Gujarat,West,Retail Store,Female,36-45,UPI,5,15300.0,10,7650.0,68850.0,10008.69
MS202421503,2024-01-02,2024-01,CUST19655,Customer_04751,Oppo,Reno 11,Bengaluru,Karnataka,South,Online,Female,18-25,Debit Card,1,29100.0,15,4365.0,24735.0,3058.69
MS202425423,2024-01-03,2024-01,CUST23403,Customer_18109,Samsung,Galaxy M15,Chandigarh,Chandigarh,North,Distributor,Male,36-45,Credit Card,1,15200.0,12,1824.0,13376.0,1005.14
MS202408406,2024-01-03,2024-01,CUST14609,Customer_17964,Vivo,V30,Chandigarh,Chandigarh,North,Retail Store,Male,18-25,Credit Card,1,31800.0,10,3180.0,28620.0,3401.07
MS202415682,2024-01-03,2024-01,CUST22142,Customer_03687,Xiaomi,Redmi 13C,Patna,Bihar,East,Retail Store,Female,18-25,Debit Card,1,8800.0,10,880.0,7920.0,482.58
MS202449922,2024-01-03,2024-01,CUST16683,Customer_19724,Motorola,Edge 50 Fusion,Ranchi,Jharkhand,East,Online,Female,36-45,UPI,1,24300.0,5,1215.0,23085.0,3075.62
MS202425144,2024-01-03,2024-01,CUST24610,Customer_10072,Oppo,F25 Pro,Chandigarh,Chandigarh,North,Distributor,Female,18-25,Credit Card,1,25200.0,8,2016.0,23184.0,1857.88
MS202406737,2024-01-03,2024-01,CUST16141,Customer_05673,Oppo,A59,Jaipur,Rajasthan,North,Online,Male,26-35,UPI,3,15600.0,10,4680.0,42120.0,3488.95
MS202435829,2024-01-03,2024-01,CUST15421,Customer_08139,Motorola,Moto G54,Pune,Maharashtra,West,Retail Store,Male,26-35,UPI,1,14900.0,2,298.0,14602.0,2372.6
MS202415343,2024-01-03,2024-01,CUST09975,Customer_23125,Xiaomi,Redmi Note 13 Pro,Bhopal,Madhya Pradesh,West,Online,Male,36-45,Debit Card,1,23600.0,15,3540.0,20060.0,2016.93
MS202437724,2024-01-03,2024-01,CUST00638,Customer_05476,Samsung,Galaxy S24,Hyderabad,Telangana,South,Retail Store,Male,18-25,Debit Card,1,75600.0,20,15120.0,60480.0,5732.37
MS202413025,2024-01-03,2024-01,CUST14974,Customer_02231,Oppo,A3x,Gurugram,Haryana,North,Online,Male,26-35,Credit Card,1,11300.0,2,226.0,11074.0,1566.67
MS202437358,2024-01-03,2024-01,CUST04848,Customer_24452,Realme,Realme 13 Pro,Ranchi,Jharkhand,East,Online,Male,18-25,UPI,1,26000.0,10,2600.0,23400.0,2050.88
MS202437428,2024-01-03,2024-01,CUST14638,Customer_07616,Realme,Realme 13 Pro,Ahmedabad,Gujarat,West,Online,Male,46-55,Credit Card,2,26400.0,5,2640.0,50160.0,8143.38
